@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute limbs-1 numeric
@attribute limbs-2 numeric
@attribute limbs-3 numeric
@attribute limbs-4 numeric
@attribute limbs-5 numeric
@attribute limbs-6 numeric
@attribute limbs-7 numeric
@attribute limbs-8 numeric
@attribute limbs-9 numeric
@attribute limbs-10 numeric
@attribute limbs-11 numeric
@attribute limbs-12 numeric
@attribute limbs-13 numeric
@attribute limbs-14 numeric
@attribute limbs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
81,'2015/11/24 21:07:48:136',1,123.316032,63.288609,161.092911,167.332764,176.062805,164.99173,113.769135,109.896484,168.143234,164.753174,64.840523,21.757441,172.740616,161.908188,3.413754,8,0.68,0,0,0
82,'2015/11/24 21:07:48:188',1,123.540039,64.505386,171.236664,161.13089,176.024109,165.084518,112.798927,109.717033,169.895233,165.033997,60.890923,25.290236,167.532715,163.185364,4.867549,8,0.68,0,0,0
83,'2015/11/24 21:07:48:213',1,123.540039,64.505386,171.236664,161.13089,176.024109,165.084518,112.798927,109.717033,169.895233,165.033997,60.890923,25.290236,167.532715,163.185364,4.867549,8,0.68,0,0,0
84,'2015/11/24 21:07:48:234',1,124.023865,64.770241,170.027206,160.334747,176.007797,165.341476,112.736908,109.306747,170.330338,167.110504,60.70475,25.041689,158.242996,164.036438,3.894765,8,0.68,0,0,0
85,'2015/11/24 21:07:48:296',1,124.658073,66.12999,169.787613,160.813965,175.97438,162.022522,110.798218,108.031326,175.772186,174.049011,60.373924,23.912588,139.238937,165.599564,4.125387,8,0.68,0,0,0
86,'2015/11/24 21:07:48:317',1,124.658073,66.12999,169.787613,160.813965,175.97438,162.022522,110.798218,108.031326,175.772186,174.049011,60.373924,23.912588,139.238937,165.599564,4.125387,8,0.68,0,0,0
87,'2015/11/24 21:07:48:370',1,125.237579,67.024223,170.141815,160.650757,158.54306,158.571198,102.716499,107.212395,160.170227,170.761475,60.270901,23.517559,142.088394,170.396667,17.348686,8,0.68,0,0,0
88,'2015/11/24 21:07:48:442',1,125.375084,67.827805,171.242126,159.849289,118.306046,158.033249,95.534729,107.112305,129.547516,169.944366,60.518482,23.421432,153.08017,168.722687,48.17886,8,0.68,0,0,0
89,'2015/11/24 21:07:48:507',1,125.038101,62.164227,170.759262,160.486084,101.420319,164.560135,109.866302,108.934669,124.358429,164.017838,60.775234,24.288671,174.143616,166.34166,70.363777,8,0.68,0,0,0
90,'2015/11/24 21:07:48:574',1,123.546928,61.067314,170.002426,165.236389,101.674957,166.277115,110.909584,111.294746,124.575073,165.095047,55.753933,22.399105,160.459183,161.150848,69.19136,8,0.68,0,0,0
91,'2015/11/24 21:07:48:595',1,123.546928,61.067314,170.002426,165.236389,101.674957,166.277115,110.909584,111.294746,124.575073,165.095047,55.753933,22.399105,160.459183,161.150848,69.19136,8,0.68,0,0,0
92,'2015/11/24 21:07:48:648',1,123.399292,60.113205,170.219833,164.946945,93.627174,166.713242,131.65686,111.314079,125.017525,165.596786,55.900074,22.17819,166.438766,160.856216,68.304298,8,0.68,0,0,0
93,'2015/11/24 21:07:48:672',1,123.399292,60.113205,170.219833,164.946945,93.627174,166.713242,131.65686,111.314079,125.017525,165.596786,55.900074,22.17819,166.438766,160.856216,68.304298,8,0.68,0,0,0
94,'2015/11/24 21:07:48:721',1,123.331787,59.623714,166.831238,165.841644,84.853096,167.16037,139.722031,111.604118,117.220726,165.512161,58.111458,22.300686,174.100998,159.325714,76.292,8,0.68,0,0,0
95,'2015/11/24 21:07:48:746',1,123.331787,59.623714,166.831238,165.841644,84.853096,167.16037,139.722031,111.604118,117.220726,165.512161,58.111458,22.300686,174.100998,159.325714,76.292,8,0.68,0,0,0
96,'2015/11/24 21:07:48:795',1,123.492554,59.526134,167.127701,166.77774,82.098022,167.221039,142.38942,111.40921,114.38665,165.758362,58.264797,22.140856,171.486481,156.47319,78.915878,8,0.68,0,0,0
97,'2015/11/24 21:07:48:829',1,123.777863,59.33762,167.831024,167.184906,91.763153,167.238525,136.561569,111.348465,123.953117,165.88353,58.041496,22.09705,172.662811,155.357315,69.206436,8,0.68,0,0,0
98,'2015/11/24 21:07:48:852',1,123.777863,59.33762,167.831024,167.184906,91.763153,167.238525,136.561569,111.348465,123.953117,165.88353,58.041496,22.09705,172.662811,155.357315,69.206436,8,0.68,0,0,0
99,'2015/11/24 21:07:48:904',1,124.440788,59.572464,169.134674,165.664688,91.696053,167.358032,135.50679,111.023438,123.849304,165.996536,58.761044,23.036528,169.927139,155.695511,69.199379,8,0.68,0,0,0
100,'2015/11/24 21:07:48:930',1,124.440788,59.572464,169.134674,165.664688,91.696053,167.358032,135.50679,111.023438,123.849304,165.996536,58.761044,23.036528,169.927139,155.695511,69.199379,8,0.68,0,0,0
101,'2015/11/24 21:07:48:990',1,124.268852,59.427078,168.999893,165.791031,100.909187,167.430267,114.787369,110.970825,124.332069,166.242035,59.187332,23.105328,173.475357,152.399277,68.449074,8,0.68,0,0,0
102,'2015/11/24 21:07:49:048',1,123.746727,60.97768,167.841537,165.052856,99.928329,166.904907,115.027634,110.789795,123.24807,166.210876,59.930172,23.963339,177.879944,156.763779,69.282127,8,0.68,0,0,0
103,'2015/11/24 21:07:49:112',1,123.655724,61.458183,169.44487,166.961273,106.182297,166.482574,103.977768,110.481873,128.301651,167.041611,60.644638,23.698929,170.337036,155.373016,63.710537,8,0.68,0,0,0
104,'2015/11/24 21:07:49:137',1,123.655724,61.458183,169.44487,166.961273,106.182297,166.482574,103.977768,110.481873,128.301651,167.041611,60.644638,23.698929,170.337036,155.373016,63.710537,8,0.68,0,0,0
105,'2015/11/24 21:07:49:191',1,123.682701,63.935688,163.141251,166.174988,93.082176,165.767639,134.833099,110.160156,127.194992,166.821732,64.321785,24.24025,164.039734,141.975876,64.581085,8,0.68,0,0,0
106,'2015/11/24 21:07:49:262',1,123.728485,64.476753,136.321014,167.394318,93.68412,165.486404,134.092529,109.8377,127.878502,166.739578,65.279137,24.832479,165.736328,165.173706,63.750313,8,0.68,0,0,0
107,'2015/11/24 21:07:49:342',1,125.017403,66.804359,136.402954,165.897232,107.539551,164.162689,104.87149,108.98616,136.784622,168.869431,66.137856,25.00761,166.083023,165.697266,49.653538,8,0.68,0,0,0
108,'2015/11/24 21:07:49:398',1,124.945419,68.53334,136.581009,165.433441,101.14431,162.714478,114.218033,109.611961,130.724899,167.546692,66.931129,24.760838,166.991211,169.780502,55.259071,8,0.68,0,0,0
109,'2015/11/24 21:07:49:442',1,123.444519,69.175423,139.963806,165.252197,98.99897,160.220612,117.847939,109.690903,129.466904,165.615555,65.529572,24.810831,167.001846,166.822693,56.605213,8,0.68,0,0,0
110,'2015/11/24 21:07:49:523',1,120.951462,67.650375,167.988022,165.393188,87.753639,176.098053,136.131943,110.196136,127.30957,159.35437,66.189278,25.583378,159.07196,152.61058,60.890831,8,0.68,0,0,0
111,'2015/11/24 21:07:49:652',1,120.286461,78.651817,161.949356,169.191833,132.224838,176.168884,123.643181,110.827347,143.468246,148.396805,67.639114,27.187822,170.75,172.072357,16.045662,8,0.68,0,0,0
112,'2015/11/24 21:07:49:710',1,122.238297,78.939079,167.435608,169.124573,127.150185,175.906876,131.428833,112.582466,138.595047,145.846832,69.206543,25.969097,171.997833,176.24559,22.316633,8,0.68,0,0,0
113,'2015/11/24 21:07:49:774',1,121.914185,78.397827,171.900681,170.372162,130.868805,175.905884,128.051163,114.751839,137.440948,144.014847,73.112762,25.489319,170.449142,177.980164,19.681791,8,0.68,0,0,0
114,'2015/11/24 21:07:49:795',1,121.914185,78.397827,171.900681,170.372162,130.868805,175.905884,128.051163,114.751839,137.440948,144.014847,73.112762,25.489319,170.449142,177.980164,19.681791,8,0.68,0,0,0
